Job`Customer`Order_Date`Part_Number`Rev`Description`Order_Quantity`Extra_Quantity`Pick_Quantity`Make_Quantity`Open_Operations`Completed_Quantity`Shipped_Quantity`FG_Transfer_Qty`In_Production_Quantity`Certs_Required`Act_Scrap_Quantity`Customer_PO`Customer_PO_LN`Sched_End`Sched_Start` `Released_Date`User_Values
---`--------`----------`-----------`---`-----------`--------------`--------------`-------------`-------------`---------------`------------------`----------------`---------------`----------------------`--------------`------------------`-----------`--------------`---------`-----------`-`-------------`-----------
CALEB`D.LINNERUD`2020-05-15 00:00:00.000`DADF`A`aasdf`1`0`0`1`0`0`0`0`1`0`0`ASD`dsa`2023-03-30 00:00:00.000`2023-03-30 00:00:00.000`. Mike K`2021-12-14 00:00:00.000`NULL
129009`MO-APPLETN`2023-04-03 00:00:00.000`P32-T10-50 X 1.000"`-`STEEL, NO HUB, NO FLANGES,`2`0`0`2`7`0`0`0`2`0`0`WI02-00527380`1`2023-04-21 00:00:00.000`2023-04-06 00:00:00.000`1 ITEM - JAMIE`2023-04-04 00:00:00.000`NULL
129008`PSA - CUYA`2023-04-03 00:00:00.000`1408552`1`21T, 2 MOD SPUR GEAR`1`0`0`1`6`0`0`0`1`0`0`P614140`2`2023-04-19 00:00:00.000`2023-04-05 00:00:00.000`1 OF 2 ITEMS  Caleb H`2023-04-03 00:00:00.000`NULL
129007`PSA - CUYA`2023-04-03 00:00:00.000`1408551`1`42T 2 MOD SPUR GEAR`1`0`0`1`6`0`0`0`1`0`0`P614140`1`2023-04-19 00:00:00.000`2023-04-05 00:00:00.000`1 OF 2 ITEMS  Caleb H`2023-04-03 00:00:00.000`NULL
129006`INLINE PAC`2023-04-03 00:00:00.000`B-01376-72T`-`72T, 10DP SPUR GEAR NNSM`2`0`0`2`5`0`0`0`2`0`0`21712`1`2023-04-26 00:00:00.000`2023-04-13 00:00:00.000`1 ITEM  Caleb H`2023-04-03 00:00:00.000`NULL
129005`PCMC`2023-04-03 00:00:00.000`31296223`NULL`15T, 5MM HTD PULLEY - ALUMINUM`11`0`11`0`2`0`0`0`0`0`0`P692797`1`2023-04-25 00:00:00.000`2023-04-21 00:00:00.000`1 ITEM   Caleb H`2023-04-03 00:00:00.000`NULL
129004`THOMAS ENG`2023-04-03 00:00:00.000`MBC20891B`B`6.0" TRUNNION ROLLER`3`0`1`2`4`0`0`0`2`0`0`4503323764`1`2023-05-03 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM   Mike K`2023-04-03 00:00:00.000`NULL
129003`EMS`2023-04-03 00:00:00.000`4810 SHEAVE 6 GROOVE`V1`6/5 V 9.750 X 4.374 C'BORES`2`0`0`2`0`2`2`0`0`0`0`R00298313`1`2023-04-20 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM - JAMIE`2023-04-03 00:00:00.000`NULL
129002`KORBER`2023-03-31 00:00:00.000`050014`NULL`25T, 3 MOD SPUR GEAR`4`0`4`0`0`8`4`0`0`0`0`4201151712`1`2023-04-04 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM  Greg V`2023-04-03 00:00:00.000`NULL
129001`PCMC`2023-03-31 00:00:00.000`30739343 - GEARS ONLY`NULL`50T, 4 MOD. SPUR GEAR`1`0`1`0`2`0`0`0`0`0`0`P692746`2`2023-05-02 00:00:00.000`2023-04-07 00:00:00.000`1 OF 2 ITEMS Caleb H`2023-04-03 00:00:00.000`NULL
129000`PCMC`2023-03-31 00:00:00.000`30739247`NULL`50T, 4 MOD. SPUR GEAR`1`0`1`0`2`0`0`0`0`0`0`P692746`1`2023-05-02 00:00:00.000`2023-04-07 00:00:00.000`1 OF 2 ITEMS  Caleb H`2023-04-03 00:00:00.000`NULL
128999`KHS`2023-03-31 00:00:00.000`CF-7-126C`H`66T, 9 MOD HELICAL GEAR`5`0`0`5`6`0`0`0`5`0`0`10013632`1`2023-05-17 00:00:00.000`2023-04-26 00:00:00.000`1 ITEM  BRENT`2023-04-03 00:00:00.000`NULL
128998`STOLLE`2023-03-31 00:00:00.000`CD2-33-5`B`93T, 10 DP GEAR`3`0`3`0`2`0`0`0`0`0`0`A703856`4`2023-05-31 00:00:00.000`2023-05-01 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES  Caleb H`2023-04-03 00:00:00.000`NULL
128997`STOLLE`2023-03-31 00:00:00.000`6CD6-45-11`F`84T, 60B SPROCKET`5`7`0`12`4`0`0`0`12`0`0`A703856`3`2023-05-23 00:00:00.000`2023-05-05 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATE Caleb H`2023-04-03 00:00:00.000`NULL
128996`STOLLE`2023-03-31 00:00:00.000`273971`B`21.60 MOTOR SHEAVE`1`0`0`1`5`0`0`0`1`0`0`A703856`2`2023-05-23 00:00:00.000`2023-05-02 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES  Caleb H`2023-04-03 00:00:00.000`NULL
128995`STOLLE`2023-03-31 00:00:00.000`261100`B`35B22 DOUBLE SPROCKET`5`0`0`5`7`0`0`0`5`0`0`A703856`1`2023-04-25 00:00:00.000`2023-04-11 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES Caleb H`2023-04-03 00:00:00.000`NULL
128994`MO-ROCKFRD`2023-03-31 00:00:00.000`7081052`1`84T, 2½ MOD SPUR GEAR`3`0`0`3`10`0`0`0`3`0`0`IL08-00313789`2`2023-05-02 00:00:00.000`2023-04-04 00:00:00.000`1 OF 2 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128993`MO-ROCKFRD`2023-03-31 00:00:00.000`7080511`1`28T, 2½ MOD SPUR GEAR`3`0`0`3`8`0`0`0`3`0`0`IL08-00313789`1`2023-05-02 00:00:00.000`2023-04-03 00:00:00.000`1 OF 2 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128990`KIM NEENAH`2023-03-31 00:00:00.000`C153-M-85024`C-03`80T, 6 DP SPUR GEAR, 4140 H.T.`1`0`0`1`10`0`0`0`1`0`0`17684021`3`2023-09-21 00:00:00.000`2023-04-21 00:00:00.000`1 OF 3 ITEMS  Caleb H`2023-03-31 00:00:00.000`NULL
128989`KIM NEENAH`2023-03-31 00:00:00.000`C153-M-85023`C-03`80T, 6 DP SPUR GEAR, 4140 H.T.`1`0`0`1`8`0`0`0`1`0`0`17684021`2`2023-09-21 00:00:00.000`2023-04-26 00:00:00.000`1 OF 3 ITEMS  Caleb H`2023-03-31 00:00:00.000`NULL
128988`KIM NEENAH`2023-03-31 00:00:00.000`C153-M-85022`C-03`80T, 6 DP SPUR GEAR, 4140 H.T.`1`0`0`1`8`0`0`0`1`0`0`17684021`1`2023-09-21 00:00:00.000`2023-04-21 00:00:00.000`1 OF 3 ITEMS  Caleb H`2023-03-31 00:00:00.000`NULL
128987`PCMC`2023-03-31 00:00:00.000`31296223`NULL`15T, 5MM HTD PULLEY - ALUMINUM`10`0`10`0`2`0`0`0`0`0`0`P692659`1`2023-04-25 00:00:00.000`2023-04-21 00:00:00.000`1 ITEM   Caleb H`2023-03-31 00:00:00.000`NULL
128986`MGS GROUP`2023-03-31 00:00:00.000`UMS-116960`A`28T, 5DP, SPUR DRIVE GEAR,`1`0`0`1`10`0`0`0`1`0`0`9012-23`2`2023-05-10 00:00:00.000`2023-04-10 00:00:00.000`1 OF 2 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128985`MGS GROUP`2023-03-31 00:00:00.000`UMS-116959`-`140T, 5DP RING GEAR, 4140,`1`0`0`1`10`0`0`0`1`0`0`9012-23`1`2023-05-17 00:00:00.000`2023-04-18 00:00:00.000`1 OF 2 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128984`STEEGER`2023-03-31 00:00:00.000`STG04650_03-01A`NULL`78T, 2.5 MOD CENTER GEAR`10`0`0`10`6`0`0`0`10`0`0`13887`1`2023-04-25 00:00:00.000`2023-04-03 00:00:00.000`1 ITEM - SHIP W/JOB # 128983 Caleb H`2023-03-31 00:00:00.000`NULL
128983`STEEGER`2023-03-31 00:00:00.000`STG04322_27-01A`NULL`27T, 2.5 MOD SPUR GEAR`10`0`0`10`5`0`0`0`10`0`0`13889`1`2023-04-25 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM Caleb H`2023-03-31 00:00:00.000`NULL
128981`KHS`2023-03-30 00:00:00.000`241-11-05-019/0B`B`22T, 3 MOD L.H. HELICAL GEAR`5`0`0`5`7`0`0`0`5`0`0`10013580`1`2023-06-28 00:00:00.000`2023-05-29 00:00:00.000`1 ITEM   BRENT`2023-03-31 00:00:00.000`NULL
128980`BW SHEBOY`2023-03-30 00:00:00.000`315B`E`24T, 8DP 20° DRIVE ROLL GEAR`2`0`2`0`3`0`0`0`0`0`0`P798066`1`2023-06-22 00:00:00.000`2023-04-26 00:00:00.000`1 ITEM Caleb H`2023-03-31 00:00:00.000`NULL
128979`MARCEL`2023-03-30 00:00:00.000`4463341040`-`22T, 10 DP PLANET GEAR`3`0`0`3`10`0`0`0`3`0`0`MARCEL 3-27-23`1`2023-05-05 00:00:00.000`2023-04-03 00:00:00.000`1 ITEM - RETURN 2 SAMPLES & EVERYTHING IN BLACK TUB ON J.T.'S DESK (2 SUN GEARS, 1 RING GEAR, 1 PLANETARY GEAR HOUSING, 1 YOKE/SPLINED SHAFT AND 1 BOX FULL OF NEEDLE BEARING PINS, WASHERS AND PINS) - JAMIE`2023-03-31 00:00:00.000`NULL
128977`EDG GEAR`2023-03-30 00:00:00.000`491820`NULL`24T, 8DP PINION`1`0`0`1`10`0`0`0`1`0`0`RF 03/30/23`6`2023-05-31 00:00:00.000`2023-04-11 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128976`EDG GEAR`2023-03-30 00:00:00.000`490002`B`150T 8DP 20DEG ECCENTRIC`1`0`0`1`12`0`0`0`1`0`0`RF 03/30/23`5`2023-06-01 00:00:00.000`2023-04-05 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128975`EDG GEAR`2023-03-30 00:00:00.000`469096`B`14MX-90S POLYCHAIN PULLEY`2`0`0`2`5`0`0`0`2`0`0`RF 03/30/23`4`2023-05-30 00:00:00.000`2023-04-28 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128974`EDG GEAR`2023-03-30 00:00:00.000`460363`B`150T, 8DP ECCENTRIC HOUSING`1`0`0`1`10`0`0`0`1`0`0`RF 03/30/23`3`2023-05-31 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128973`EDG GEAR`2023-03-30 00:00:00.000`28417`G`27T, 6 DP OPENING GEAR`6`0`0`6`6`0`0`0`6`0`0`RF 03/30/23`2`2023-04-24 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128972`EDG GEAR`2023-03-30 00:00:00.000`139183`C`99T, 12 DP INTERNAL GEAR`4`0`0`4`6`0`0`0`4`0`0`RF 03/30/23`1`2023-04-26 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128971`BRETTING`2023-03-30 00:00:00.000`1771-544`C`133T, 6 DP BACKLASH SET`1`0`0`1`6`0`0`0`1`0`0`S16859`4`2023-04-27 00:00:00.000`2023-04-03 00:00:00.000`1 OF 4 ITEMS  BRENT`2023-03-31 00:00:00.000`NULL
128970`BRETTING`2023-03-30 00:00:00.000`464-892`C`133T, 6 DP ROLL GEAR`1`0`0`1`5`0`0`0`1`0`0`S16859`3`2023-04-27 00:00:00.000`2023-04-03 00:00:00.000`1 OF 4 ITEMS BRENT Dave H`2023-03-31 00:00:00.000`NULL
128969`BRETTING`2023-03-30 00:00:00.000`2132-401`C`86T, 4 DP SPUR GEAR`1`0`0`1`4`0`0`0`1`0`0`S16859`2`2023-04-27 00:00:00.000`2023-04-05 00:00:00.000`1 OF 4 ITEMS  BRENT`2023-03-31 00:00:00.000`NULL
128968`BRETTING`2023-03-30 00:00:00.000`2132-400`B`88T, 4 DP SPUR GEAR`1`0`0`1`4`0`0`0`1`0`0`S16859`1`2023-04-27 00:00:00.000`2023-04-05 00:00:00.000`1 OF 4 ITEMS  BRENT`2023-03-24 00:00:00.000`NULL
128967`PSA-CLEAR`2023-03-30 00:00:00.000`W171412`4`DS40B17 X 1.000`6`0`0`6`10`0`0`0`6`0`0`P613948`1`2023-04-24 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM - JAMIE `2023-03-31 00:00:00.000`NULL
128966`KORBER`2023-03-30 00:00:00.000`K051E1480`NULL`P22-AT5 PULLEY`4`4`0`8`7`0`0`0`8`0`0`4201151687`2`2023-04-25 00:00:00.000`2023-04-03 00:00:00.000`1 OF 2 ITEMS  Greg V`2023-03-31 00:00:00.000`NULL
128965`KORBER`2023-03-30 00:00:00.000`364824`NULL`P40-8M-50 PULLEY`1`0`1`0`1`0`0`0`0`0`0`4201151687`1`2023-04-25 00:00:00.000`2023-04-07 00:00:00.000`1 OF 2 ITEMS Greg V`2023-03-31 00:00:00.000`NULL
128964`CORNERSTON`2023-03-30 00:00:00.000`13T/14T COUPLING`-`4140 H.T., NITRIDE HARDENED`2`1`0`3`0`3`2`0`1`0`0`JOSH 3-29-23`1`2023-04-12 00:00:00.000`2023-03-30 00:00:00.000`1 ITEM - RETURN SAMPLE, "OLD" PUMP & "NEW" PUMP IN BOX  - JAMIE`2023-03-30 00:00:00.000`4368
128963`MGS GROUP`2023-03-30 00:00:00.000`UMS-107823`C`36T, 6DP SPUR GEAR,Q8,`1`0`0`1`8`0`0`0`1`0`0`8995-23`2`2023-05-02 00:00:00.000`2023-04-05 00:00:00.000`1 OF 2 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128962`MGS GROUP`2023-03-30 00:00:00.000`UMS-999725`B`36T, 6 PITCH IDLER - 4140`1`0`1`0`2`0`0`0`0`0`0`8995-23`1`2023-05-02 00:00:00.000`2023-04-05 00:00:00.000`1 OF 2 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128961`MO-PORTLAN`2023-03-30 00:00:00.000`24T, 12DP SPUR GEAR`NULL`STEEL, W/.750" M.P.B., NO HUB`1`0`0`1`4`0`0`0`1`0`0`ME02-00192531`1`2023-04-18 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM   BRENT`2023-03-31 00:00:00.000`NULL
128960`BW - PHILL`2023-03-30 00:00:00.000`80415979`NULL`18T, 1.5" PITCH SPROCKET`6`0`0`6`0`6`6`0`0`0`0`P798029`1`2023-04-10 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM  Caleb H`2023-03-30 00:00:00.000`NULL
128959`KHS`2023-03-30 00:00:00.000`CF-7-126C`H`66T, 9 MOD HELICAL GEAR`3`0`0`3`6`0`0`0`3`0`0`10013527`1`2023-05-04 00:00:00.000`2023-04-19 00:00:00.000`1 ITEM   Caleb H`2023-03-30 00:00:00.000`NULL
128958`PCMC`2023-03-30 00:00:00.000`31309412`NULL`32T, 1.5 MOD. SPUR GEAR`20`0`0`20`9`0`0`0`20`0`0`P692357`1`2023-06-13 00:00:00.000`2023-04-12 00:00:00.000`1 ITEM  Caleb H`2023-03-30 00:00:00.000`NULL
128957`PSA - ONTA`2023-03-30 00:00:00.000`64H630`-`P30-14M PULLEY`4`0`0`4`7`0`0`0`4`0`0`P613847`1`2023-04-21 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM - BLANKET ORDER  Caleb H`2023-03-30 00:00:00.000`NULL
128956`EDG GEAR`2023-03-29 00:00:00.000`67675`G`62T, 6 DP SPUR GEAR`10`0`0`10`11`0`0`0`10`0`0`RF 03/29/23`23`2023-05-04 00:00:00.000`2023-04-04 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128955`EDG GEAR`2023-03-29 00:00:00.000`465824`NULL`58T, 6DP IDLER GEAR, NITRIDED`10`0`0`10`9`0`0`0`10`0`0`RF 03/29/23`22`2023-05-01 00:00:00.000`2023-04-03 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128954`EDG GEAR`2023-03-29 00:00:00.000`448854`A`36T, 8 DP REGISTER GEAR`10`0`0`10`10`0`0`0`10`0`0`RF 03/29/23`21`2023-05-30 00:00:00.000`2023-04-17 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128953`EDG GEAR`2023-03-29 00:00:00.000`448716`A`73T, 6 DP DRIVE GEAR`6`0`0`6`11`0`0`0`6`0`0`RF 03/29/23`20`2023-05-31 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128952`EDG GEAR`2023-03-29 00:00:00.000`447154`A`60T, 8DP ECCENTRIC HOUSING`15`0`0`15`8`0`0`0`15`0`0`RF 03/29/23`19`2023-04-26 00:00:00.000`2023-04-03 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128951`EDG GEAR`2023-03-29 00:00:00.000`439904`D`60T, 8DP ECCENTRIC HOUSING`16`0`0`16`8`0`0`0`16`0`0`RF 03/29/23`18`2023-05-30 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128950`EDG GEAR`2023-03-29 00:00:00.000`432278`-`16T, 6 DP GEAR SHAFT`10`0`0`10`9`0`0`0`10`0`0`RF 03/29/23`17`2023-05-30 00:00:00.000`2023-04-11 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128949`EDG GEAR`2023-03-29 00:00:00.000`428596`A`16T, 8 DP PINION`15`0`0`15`8`0`0`0`15`0`0`RF 03/29/23`16`2023-05-30 00:00:00.000`2023-04-21 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128948`EDG GEAR`2023-03-29 00:00:00.000`427226`A`36T, 8 DP ELEVATING GEAR`50`0`0`50`7`0`0`0`50`0`0`RF 03/29/23`15`2023-05-30 00:00:00.000`2023-04-24 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128947`EDG GEAR`2023-03-29 00:00:00.000`425753`A`76T, 8DP ECCENTRIC HOUSING`10`0`0`10`10`0`0`0`10`0`0`RF 03/29/23`14`2023-05-30 00:00:00.000`2023-04-13 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128946`EDG GEAR`2023-03-29 00:00:00.000`423656`A`54T, 6 DP IDLER GEAR`4`0`0`4`10`0`0`0`4`0`0`RF 03/29/23`13`2023-05-30 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128945`EDG GEAR`2023-03-29 00:00:00.000`359982`A`14T, 6 DP OIL PICK UP GEAR`10`0`0`10`6`0`0`0`10`0`0`RF 03/29/23`12`2023-05-29 00:00:00.000`2023-04-17 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128944`EDG GEAR`2023-03-29 00:00:00.000`351207`A`23T, 6 DP IDLER GEAR`10`0`0`10`10`0`0`0`10`0`0`RF 03/29/23`11`2023-05-30 00:00:00.000`2023-04-12 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128943`EDG GEAR`2023-03-29 00:00:00.000`343605`A`76T, 6 DP`5`0`0`5`10`0`0`0`5`0`0`RF 03/29/23`10`2023-05-30 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128942`EDG GEAR`2023-03-29 00:00:00.000`343603`A`96T, 6 DP CREASER GEAR`5`0`0`5`12`0`0`0`5`0`0`RF 03/29/23`9`2023-05-31 00:00:00.000`2023-04-13 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128941`EDG GEAR`2023-03-29 00:00:00.000`339853`B`47T, 6 DP FEED ROLL GEAR`12`0`0`12`12`0`0`0`12`0`0`RF 03/29/23`8`2023-05-31 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128940`EDG GEAR`2023-03-29 00:00:00.000`339852`A`35T, 6 DP IDLER GEAR`10`0`0`10`9`0`0`0`10`0`0`RF 03/29/23`7`2023-05-30 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128939`EDG GEAR`2023-03-29 00:00:00.000`333430`C`37T, 6 DP MESH GEAR`15`0`0`15`12`0`0`0`15`0`0`RF 03/29/23`6`2023-05-31 00:00:00.000`2023-04-12 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128938`EDG GEAR`2023-03-29 00:00:00.000`284509`C`44T, 8 DP SPUR GEAR`25`0`0`25`10`0`0`0`25`0`0`RF 03/29/23`5`2023-05-31 00:00:00.000`2023-04-21 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128937`IOWA STATE`2023-03-29 00:00:00.000`23-4605`1`SWAY BAR TUBE LIGHT`1`0`0`1`1`0`0`0`1`0`0`ALEX 3-29-23`5`2023-04-17 00:00:00.000`2023-04-06 00:00:00.000`1 OF 5 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128936`IOWA STATE`2023-03-29 00:00:00.000`23-4606`1`SWAY BAR TUBE MEDIUM`1`0`0`1`1`0`0`0`1`0`0`ALEX 3-29-23`4`2023-04-17 00:00:00.000`2023-04-06 00:00:00.000`1 OF 5 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128935`IOWA STATE`2023-03-29 00:00:00.000`23-4601`1`SWAY BAR TUBE - CUT TEETH ONLY`1`0`0`1`1`0`0`0`1`0`0`ALEX 3-29-23`3`2023-04-17 00:00:00.000`2023-04-06 00:00:00.000`1 OF 5 ITEMS `2023-03-31 00:00:00.000`NULL
128934`IOWA STATE`2023-03-29 00:00:00.000`23-4602`2`SWAY ARM`4`0`0`4`2`0`0`0`4`0`0`ALEX 3-29-23`2`2023-04-17 00:00:00.000`2023-04-13 00:00:00.000`1 OF 5 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128933`IOWA STATE`2023-03-29 00:00:00.000`23-3701`NULL`HUB - EDM SPLINE ONLY`6`0`0`6`1`0`0`0`6`0`0`ALEX 3-29-23`1`2023-04-17 00:00:00.000`2023-04-06 00:00:00.000`1 OF 5 ITEMS   BRENT`2023-03-31 00:00:00.000`NULL
128931`EDG GEAR`2023-03-29 00:00:00.000`283291`NULL`44T, 8 DP DRIVE GEAR`25`0`0`25`8`0`0`0`25`0`0`RF 03/29/23`4`2023-05-31 00:00:00.000`2023-05-01 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128930`EDG GEAR`2023-03-29 00:00:00.000`161665`J`54T, 8 DP ECCENTRIC HOUSING`6`0`0`6`9`0`0`0`6`0`0`RF 03/29/23`3`2023-05-31 00:00:00.000`2023-04-26 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128929`EDG GEAR`2023-03-29 00:00:00.000`123184`G`95T, 10 DP INTERNAL`8`0`0`8`13`0`0`0`8`0`0`RF 03/29/23`2`2023-06-01 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128928`EDG GEAR`2023-03-29 00:00:00.000`100546`C`50T, 6 DP ANTILOX GEAR`8`0`0`8`10`0`0`0`8`0`0`RF 03/29/23`1`2023-05-31 00:00:00.000`2023-04-24 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128927`KORBER`2023-03-29 00:00:00.000`05053667`NULL`40T, 2 MOD GEAR`1`0`0`1`7`0`0`0`1`0`0`4201151626`4`2023-04-21 00:00:00.000`2023-04-06 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - SHIPS WITH JOB#128924 & 128925 Greg V`2023-03-31 00:00:00.000`NULL
128926`KORBER`2023-03-29 00:00:00.000`185532`3`25T, 1" PITCH SPROCKET`94`0`0`94`9`0`0`0`94`0`0`4201151626`3`2023-05-08 00:00:00.000`2023-04-04 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - THIS SHIPS LAST BY ITSELF  Greg V`2023-03-31 00:00:00.000`NULL
128925`KORBER`2023-03-29 00:00:00.000`086968`NULL`30L050 PULLEY - ALUMINUM`3`0`3`0`3`0`0`0`0`0`0`4201151626`2`2023-04-21 00:00:00.000`2023-04-17 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - SHIPS WITH JOB#128924 & 128927 Greg V`2023-03-31 00:00:00.000`NULL
128924`KORBER`2023-03-29 00:00:00.000`037329`NULL`25T, ¾" PITCH SPROCKET`4`4`0`8`8`0`0`0`8`0`0`4201151626`1`2023-04-21 00:00:00.000`2023-04-06 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - SHIPS WITH JOB#128925 & 128927 Greg V`2023-03-31 00:00:00.000`NULL
128923`MORRIS-WA`2023-03-29 00:00:00.000`S-24424`04`34T, 5 DP TROLLEY WHEEL`1`0`0`1`3`0`0`0`1`0`0`4503958546`1`2023-04-19 00:00:00.000`2023-04-03 00:00:00.000`1 ITEM `NULL`NULL
128921`BAYSEK`2023-03-29 00:00:00.000`A23Z16B-2`-`23T, 1" PITCH G150 SPROCKET,`1`0`0`1`0`1`1`0`0`0`0`0023234`1`2023-04-05 00:00:00.000`2023-03-30 00:00:00.000`1 ITEM - JAMIE`NULL`4367
128920`PSA-CLEAR`2023-03-29 00:00:00.000`W103705`C`11T, 8 DP SPUR GEAR`20`0`0`20`6`0`0`0`20`0`0`P613713`1`2023-05-03 00:00:00.000`2023-03-30 00:00:00.000`1 ITEM   BRENT`2023-03-29 00:00:00.000`NULL
128919`APEX TOOL`2023-03-29 00:00:00.000`C-33241`NULL`26T, 16 DP L.H. HELICAL GEAR`16`0`0`16`5`0`0`0`16`0`0`0061866`1`2023-04-25 00:00:00.000`2023-04-05 00:00:00.000`1 ITEM   BRENT`2023-03-29 00:00:00.000`NULL
128918`BRETTING`2023-03-29 00:00:00.000`1021-35`A`455T, 10 DP L.H.DRUM GEAR`1`0`0`1`0`1`1`0`0`0`0`S16856`1`2023-03-30 00:00:00.000`2023-03-29 00:00:00.000`1 ITEM`NULL`4366
128917`BOP`2023-03-29 00:00:00.000`BUICK V8 - .491`NULL`13T, 15DP R.H. HELICAL GEAR`29`0`0`29`7`0`0`0`29`0`0`WADE 3-27-23`2`2023-05-09 00:00:00.000`2023-04-10 00:00:00.000`1 OF 2 ITEMS - RETURN SAMPLE  BRENT`2023-03-29 00:00:00.000`NULL
128916`BOP`2023-03-29 00:00:00.000`BUICK V8 - .500`NULL`13T, 15DP R.H. HELICAL GEAR`25`0`0`25`7`0`0`0`25`0`0`WADE 3-27-23`1`2023-05-09 00:00:00.000`2023-04-10 00:00:00.000`1 OF 2 ITEMS  BRENT`2023-03-29 00:00:00.000`NULL
128915`BRETTING`2023-03-29 00:00:00.000`1005-16`F`46T, R.H. BACKLASH SET`8`0`0`8`8`0`0`0`8`0`0`378349`2`2023-07-13 00:00:00.000`2023-06-15 00:00:00.000`1 OF 2 ITEMS   Caleb H`2023-03-29 00:00:00.000`NULL
128914`BRETTING`2023-03-29 00:00:00.000`293-306`B`55T, 10DP R.H. HELICAL GEAR`1`0`0`1`5`0`0`0`1`0`0`378349`1`2023-07-13 00:00:00.000`2023-06-28 00:00:00.000`1 OF 2 ITEMS Caleb H`2023-03-29 00:00:00.000`NULL
